eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,location,summary,alternative_txt,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,weaptype1,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill
1.97E+11,1971,12,12,603,United Kingdom,Western Europe,Northern Ireland,Strabane,54.819164,-7.467909,,,,1,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Ulster Unionist Party,"Senator John Barnhill, Protestant",Northern Ireland,Official Irish Republican Army (OIRA),6,Explosives,Unknown Explosive Type,Firearm; Bomb,1
1.97E+11,1971,12,16,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Anthony Aspinwall, 22",Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1971,12,18,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Business,Restaurant/Bar/Cafe,Murtagh's Bar,"James McCallum, 16, Catholic--barman",Northern Ireland,Ulster Volunteer Force (UVF),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1971,12,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Military,Military Unit/Patrol/Convoy,British Army,Mobile Patrol,Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1971,12,21,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Business,Restaurant/Bar/Cafe,Bar,"John Lavery, 60, Catholic",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1971,12,29,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Richard Ham, 20",Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,1,5,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Keith Bryan, 18",Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1972,1,12,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Police,Police Security Forces/Officers,off Duty RUC reservist,"Raymond Denham, 42, protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,1,13,603,United Kingdom,Western Europe,Northern Ireland,Newtownabbey,54.684823,-5.965868,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defence Regiment--off duty,"Maynard Crawford, 38, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,1,18,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,witness to bus hijacking,"Sydney Agnew, 40, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,1,21,603,United Kingdom,Western Europe,Northern Ireland,Keady,54.250039,-6.703625,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Philip Stentiford, 18",Great Britain,Irish Republican Army (IRA),6,Explosives,Landmine,Land mine,1
1.97E+11,1972,1,26,603,United Kingdom,Western Europe,Northern Ireland,Castlewellan,54.255696,-5.948804,,,,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Castlewellan RUC base,Unspecified,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1972,1,27,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"Peter Gilgunn, 26, Catholic and David Montgomery, 20, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,2
1.97E+11,1972,1,28,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"Raymond Carroll, 22, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,1,31,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,Castle Arcade,"Paul McFadden, 31, Catholic",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Vehicle,Car bomb,1
1.97E+11,1972,2,1,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,,HQ 16th parachute brigade,Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Explosive,7
1.97E+11,1972,2,1,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Ian Bramley, 25",Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1972,2,2,96,Ireland,Western Europe,Dublin,Dublin,53.361675,-6.245485,,,,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Embassy/Consulate,,UK embassy,Great Britain,Irish Republican Army (IRA),8,Incendiary,,Incendiary,0
1.97E+11,1972,2,2,603,United Kingdom,Western Europe,Northern Ireland,Stewartstown,54.577389,-6.677339,,,,1,0,Bombing/Explosion,Private Citizens & Property,Named Civilian,Imperial Bar,Louis O,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1972,2,6,603,United Kingdom,Western Europe,Northern Ireland,Keady,54.250039,-6.703625,,,,1,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",temporary council offices,"Patrick Casey, 26 and Eamon Gamble, member of Republican paramilitary group",Northern Ireland,Irish Republican Extremists,6,Explosives,Unknown Explosive Type,Explosive,2
1.97E+11,1972,2,8,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Bernard Rice, 49, Catholic",Northern Ireland,Red Hand Commandos,5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,2,8,603,United Kingdom,Western Europe,Northern Ireland,Armagh,54.347539,-6.656108,,,,1,0,Armed Assault,Private Citizens & Property,Religion Identified,Bus,"Ruby Johnston, 35, Protestant",Northern Ireland,Unknown,8,Incendiary,Gasoline or Alcohol,Petroleum bomb,1
1.97E+11,1972,2,10,603,United Kingdom,Western Europe,Northern Ireland,Cullyhanna,54.131402,-6.586387,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Ian Harris, 26 and David Champ, 23",Great Britain,Irish Republican Army (IRA),6,Explosives,Landmine,Land mine,2
1.97E+11,1972,2,13,603,United Kingdom,Western Europe,Northern Ireland,Newtownbutler,54.184008,-7.360209,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Thomas McCann, 19",Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,2,16,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,,,Insurgency/Guerilla Action,1,0,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defence Regiment,"Thomas Callaghan, 45, Catholic",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,2,16,603,United Kingdom,Western Europe,Northern Ireland,Moira,54.479875,-6.228448,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Michael Prime, 18",Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1972,2,17,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Military,Military Unit/Patrol/Convoy,British Army,Foot Patrol,Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,2,21,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,IRA,"Gerard Steele, 27; Gerard Bell, 20; Joseph Magee, 31 and Robert Dorrian, 28",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,4
1.97E+11,1972,2,29,603,United Kingdom,Western Europe,Northern Ireland,Lurgan,54.463367,-6.328597,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defence Regiment,"Henry Dickson, 46, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,2,29,603,United Kingdom,Western Europe,Northern Ireland,Newry,54.183052,-6.341388,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"Thomas Morrow, 28, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,1,603,United Kingdom,Western Europe,Northern Ireland,Frevagh,54.365171,-8.036373,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defence Regiment,"John Fletcher, 43, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,3,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Stephen Keating, 18",Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,4,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Bombing/Explosion,Business,Industrial/Textiles/Factory,Factory,Unspecified,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1972,3,4,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Business,Restaurant/Bar/Cafe,Abercorn Restaurant,"Janet Bereen, 21 and Anne Owens, 22, Catholics",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Bomb,2
1.97E+11,1972,3,4,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",ex Ulster Defence Regiment,"Marcus McCausland, 39, Catholic",Northern Ireland,Official Irish Republican Army (OIRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,6,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,County Antrim,"03/06/1972: A bomb planted in a van in the center of Belfast, Northern Ireland, United Kingdom detonated, injuring 56 people. The explosives were in a car parked near ABC Cinema. Approximately 30 minutes before the bomb exploded, authorities evacuated and searched the area in response to a telephone warning. Police did not find the explosives, which they suggested were driven to the site in the van following the search. The explosion damaged eight cars and shattered windows up to 300 yards away. No group claimed responsibility for the attack.",,1,0,Bombing/Explosion,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",Not applicable,Belfast city center,Northern Ireland,Unknown,6,Explosives,Vehicle,Explosives in a van,0
1.97E+11,1972,3,6,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,County Londonderry,"03/06/1972: Three masked gunmen planted a bomb at the Ardowen Hotel in Londonderry, Northern Ireland, United Kingdom. The assailants told hotel staff they had 25 minutes to evacuate, after which the bomb detonated and ""wrecked"" the hotel, but caused no casualties. No group claimed responsibility for the attack.",,1,0,Bombing/Explosion,Business,Hotel/Resort,Ardowen Hotel,,Northern Ireland,Unknown,6,Explosives,Time Fuse,,0
1.97E+11,1972,3,8,603,United Kingdom,Western Europe,Northern Ireland,Middletown,54.293235,-6.842351,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Ulster Defence Regiment,"Joseph Jardine, 44, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,12,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Military,Military Unit/Patrol/Convoy,British Army,Foot Patrol,Great Britain,Official Irish Republican Army (OIRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1972,3,13,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Patrick McCrory, 19, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,15,603,United Kingdom,Western Europe,Northern Ireland,Coalisland,54.536706,-6.70361,,,,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"William Logam 23, Protestant",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,15,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Christopher Cracknell, 29 and Anthony Butcher, 24",Great Britain,Irish Republican Army (IRA),6,Explosives,Vehicle,Booby-trap bomb,2
1.97E+11,1972,3,16,603,United Kingdom,Western Europe,Northern Ireland,Lurgan,54.463367,-6.328597,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Carmel Knox, 20, Catholic",Northern Ireland,Irish Republican Extremists,6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1972,3,20,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,1,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,,seven civilians and police officers,Northern Ireland,Irish Republican Army (IRA),6,Explosives,Vehicle,Car bomb,7
1.97E+11,1972,3,20,603,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"John Taylor, 19",Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1972,3,23,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Armed Assault,Military,Military Unit/Patrol/Convoy,British Army,Foot Patrol,Great Britain,Irish Republican Army (IRA),8,Incendiary,Gasoline or Alcohol,Petroleum bomb,1
1.97E+11,1972,3,25,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,,0,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,IRA,"Patrick Campbell, 16, Catholic",Northern Ireland,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,26,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Intra/Inter-group Conflict,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Ulster Defence Association,"Ingram Beckett, 37, Protestant",Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms,Unknown Gun Type,Firearm,1
1.97E+11,1972,3,28,603,United Kingdom,Western Europe,Northern Ireland,Ballykelly,55.043617,-7.023927,,,,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"Joseph Forsythe, 57 and Robert McMichael, 27, Protestants",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Vehicle,Car bomb,2
1.97E+11,1972,3,29,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Bernard Calladene, 39",Great Britain,Irish Republican Army (IRA),6,Explosives,Unknown Explosive Type,Booby-trap bomb,1
1.97E+11,1972,3,30,603,United Kingdom,Western Europe,Northern Ireland,"Andersontown, Belfast",54.607712,-5.95621,,,,1,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Martha Crawford, 39, Catholic",Great Britain,Irish Republican Army (IRA),5,Firearms,Unknown Gun Type,Gunfight,1
1.97E+11,1972,4,7,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,Military Unit/Patrol/Convoy,British Army,Foot Patrol,Great Britain,Irish Republican Army (IRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
1.97E+11,1972,4,10,603,United Kingdom,Western Europe,Northern Ireland,Rosemount,55.011562,-7.312045,,,Insurgency/Guerilla Action,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,British Army,Foot Patrol,Great Britain,Official Irish Republican Army (OIRA),6,Explosives,Unknown Explosive Type,Bomb,1
1.97E+11,1972,4,13,603,United Kingdom,Western Europe,Northern Ireland,Ballymoney,55.071136,-6.513154,,,,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Elizabeth McAuley, 64, Protestant",Northern Ireland,Irish Republican Army (IRA),6,Explosives,Vehicle,Car bomb,1
1.97E+11,1972,4,15,603,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,,,Insurgency/Guerilla Action,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",British Army,"Nicholas Hull, 22",Great Britain,Official Irish Republican Army (OIRA),5,Firearms,Rifle/Shotgun (non-automatic),Sniper,1
